,Word,POS,Title,Code,Level,Definition,Example,S_POS,T_IDX,Trigram,Visemes
15540,Antigua and Barbuda,noun,,,,a country consisting of a group of islands in the Caribbean (= a sea between North and South America,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 't', 'i', 'k', 'w', 'e', 'e', 't', 't', 'b', 'e', 'r', 'b', 'u', 't', 'e']"
15541,thunder,noun,,,B1,the loud noise in the sky that you hear during a storm,thunder and lightning ,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['th', 'e', 't', 't', 'r']"
15542,tent,noun,,,B1,a structure made of metal poles and cloth which is fixed to the ground with ropes and used as a cover or to sleep under,It only took twenty minutes to put the tent up (= make it ready to use).,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 't', 't']"
15544,questionnaire,noun,,,B1,a set of questions asked of a large number of people to discover information about a subject,Residents have been sent questionnaires about their homes and energy use.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'w', 'e', 's', 's', 'e', 't', 'e', 'r']"
15547,namely,adverb,,,C1,a word used when you are going to give more detail about something you have just said,"She learned an important lesson from failing that exam, namely that nothing is ever certain.",ADV,2.0,"['PRON', 'VERB', 'ADV']","['t', 'e', 'b', 'l', 'i']"
15548,miniature,adjective,,,,extremely small,a miniature camera,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 't', 'i', 'e', 's', 'e', 'r']"
15549,dept,,,,,written abbreviation for department (= a part of an organization or government,,X,,,"['t', 'e', 'b', 't']"
15550,dare,verb,,,B2,to be brave enough to do something,I didn't dare tell Dad that I'd scratched his car.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['t', 'e', 'r']"
15552,interstate,adjective,,,,"relating to, or involving two or more US states",interstate commerce/travel,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 't', 'r', 's', 't', 'e', 't']"
15554,aerial,noun,,,,a piece of metal that is used for receiving television or radio signal,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'r', 'i', 'e', 'l']"
15555,hawk,noun,,,,a large hunting bir,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'k']"
15557,systematic,adjective,,,C1,done using a fixed and organized plan,the systematic collection and analysis of information,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 's', 't', 'e', 'b', 'e', 't', 'e', 'k']"
15561,"make-up, makeup",noun,,,A2,coloured substances that a woman puts on her face in order to make herself more attractive,to put on/take off make-up ,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'k', 'e', 'b', 'b', 'e', 'k', 'e', 'b']"
15562,textile,noun,,,,any type of cloth that is made by weaving (= crossing threads under and over each other,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 'k', 's', 't', 'e', 'l']"
15563,Madagascar,noun,,,,a country on an island to the east of Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 't', 'e', 'k', 'e', 's', 'k', 'r']"
15566,Uzbekistan,noun,,,,a country in Asi,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['u', 's', 'b', 'e', 'k', 'e', 's', 't', 'e', 't']"
15569,magnitude,noun,,,C1,the large size or importance of something,People were still unaware of the magnitude of the problem.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'k', 't', 'e', 't', 'u', 't']"
15570,Hindu,noun,,,,someone who believes in Hinduis,a Hindu temple,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 't', 't', 'u']"
15572,lick,verb,,,B2,to move your tongue across the surface of something,to lick your lips ,VERB,1.0,"['PRON', 'VERB', 'ADV']","['l', 'e', 'k']"
15573,earthquake,noun,,,B2,"a sudden movement of the Earth's surface, often causing severe damage",A powerful earthquake struck eastern Turkey last night.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'th', 'k', 'w', 'e', 'k']"
15574,fundraising,noun,,,C1,the activity of collecting money for a particular purpose,a fundraising event ,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'e', 't', 't', 'r', 'e', 's', 'e', 'k']"
15576,weights,noun,,,,heavy pieces of metal that you lift up and down to make your muscles stronge,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['w', 'e', 't', 's']"
15577,Albania,noun,,,,a country in Europ,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 'b', 'e', 't', 'i', 'e']"
15578,geology,noun,,,,the study of rocks and soil and the physical structure of the Eart,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'i', 'e', 'l', 'e', 's', 'i']"
15580,lasting,adjective,,,,continuing to exist for a long time,lasting damage ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['l', 'e', 's', 't', 'e', 'k']"
15585,pushed,adjective,,,,to not have much of something,"I can't stop, I'm a bit pushed for time.",ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 's', 't']"
15587,junk,noun,,,,old things that have little valu,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 'k', 'k']"
15588,handheld,noun,,,,a piece of electronic equipment that is small enough to be used while holding it in your han,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 't', 't', 'e', 'e', 'l', 't']"
15589,wax,noun,,,,"a solid substance that becomes soft when warm and melts easily, often used to make candle",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['w', 'e', 'k', 's']"
15590,Lucy,noun,,,,a female nam,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['l', 'u', 's', 'i']"
15592,impress,verb,,,B2,to make someone admire or respect you,I was impressed by her professionalism.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['e', 'b', 'b', 'r', 'e', 's']"
15593,slope,noun,,,B2,a surface or piece of land that is high at one end and low at the other,There's a steep slope to climb before we're at the top.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'l', 'e', 'b']"
15594,reggae,noun,,,,a type of popular music from Jamaica with a strong bea,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'e', 'k', 'e']"
15596,poet,noun,,,B1,someone who writes poem,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'e', 't']"
15597,conspiracy,noun,,,B2,secret plans by group of people to do something bad or illegal,a conspiracy to overthrow the government,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 't', 's', 'b', 'e', 'r', 'e', 's', 'i']"
15598,surname,noun,,,A2,the name that you and other members of your family all have,His surname is Walker.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'r', 't', 'e', 'b']"
15599,theology,noun,,,C1,the study of religion and religious belie,theological college,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['th', 'i', 'e', 'l', 'e', 's', 'i']"
15601,evident,adjective,,,B2,obvious to everyone and easy to see or understand,It was evident from his voice that he was upset.,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'f', 'e', 't', 'e', 't', 't']"
15603,rehab,noun,,,,treatment to help someone stop drinking too much alcohol or taking drugs,He spent six months in rehab.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'i', 'e', 'e', 'b']"
15604,epic,noun,,,,a story or film that is very long and contains a lot of actio,an epic journey,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'b', 'e', 'k']"
15605,Saturn,noun,,,,"the planet that is sixth from the Sun, after Jupiter and before Uranu",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 't', 'r', 't']"
15606,organizer,noun,,,B2,someone who plans an event or activity,conference/exhibition organizers,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'r', 'k', 'e', 't', 'e', 's', 'r']"
15607,allergy,noun,,,,"a medical condition in which your body reacts badly to something that you eat, breathe, or touch",an allergy to dogs,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 'r', 's', 'i']"
15608,sake,noun,,,B2,for this reason or purpose,"For the sake of convenience, they combined the two departments.",NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 'k']"
15610,precede,verb,,,B2,to happen or exist before something else,The formal ceremony was preceded by a parade.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['b', 'r', 'e', 's', 'i', 't']"
15611,merit,noun,,,C1,good qualities that deserve praise,His ideas have merit.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'r', 'e', 't']"
15612,enzyme,noun,,,,a chemical substance produced by living cells that makes particular chemical reactions happen in animals and plant,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 's', 'e', 'b']"
15613,cumulative,adjective,,,,reached by gradually adding one thing after another,a cumulative score,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 'u', 'b', 'e', 'e', 'l', 'e', 't', 'e', 'f']"
15615,disk,noun,DISC,,B1,another US spelling of dis,How much disk space is there ?,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 's', 'k']"
15616,condo,noun,,,,short for condominiu,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 't', 't', 'e']"
15617,amplifier,noun,,,,a piece of electronic equipment that makes sounds loude,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'b', 'b', 'l', 'e', 'f', 'e', 'r']"
15618,arbitrary,adjective,,,C1,not based on a system or principles and often seeming unfair,an arbitrary decision ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'r', 'b', 'e', 't', 'r', 'e', 'r', 'i']"
15620,fairy,noun,,,,"a small, imaginary creature that looks like a person with wings, and has magic power",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'e', 'r', 'i']"
15622,contact,verb,,,A2,"to telephone, email or write to someone",I've been trying to contact you for days.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['k', 'e', 't', 't', 'e', 'k', 't']"
15623,lean,verb,,,B2,to move the top part of your body in a particular direction,She leaned forward and whispered in my ear.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['l', 'i', 't']"
15624,bye,exclamation,,,A1,goodbye,"Bye, see you tomorrow.",INTJ,0.0,"['INTJ', 'DET', 'NOUN']","['b', 'e']"
15629,kitty,noun,,,,"an amount of money consisting of a share from everyone in a group, used for a special purpose",We all put money into a kitty to pay for drinks.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 't', 'i']"
15630,postcard,noun,,,A2,a card with a picture on one side that you send without an envelope,Send me a postcard.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 's', 't', 'k', 'e', 'r', 't']"
15631,dude,noun,,,,a man,a cool dude,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'u', 't']"
15632,fire,noun,FLAME,[ U ],A2,"heat, light, and flames that are produced when something burn",The car crashed and caught fire.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'e', 'r']"
15633,Algeria,noun,,,,a country in Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 's', 'e', 'r', 'i', 'e']"
15636,potato,noun,,,A1,"a round vegetable with a brown, yellow, or red skin that grows in the ground",boiled/fried potatoes,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 't', 'e', 't', 'e']"
15637,panic,noun,,,B2,"a sudden, strong feeling of worry or fear that makes you unable to think or behave calmly",He was in a panic about his exams.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 't', 'e', 'k']"
15641,citizenship,noun,,,C1,the legal right to be a citizen of a particular country,British/French citizenship,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 't', 'e', 's', 'e', 't', 's', 'e', 'b']"
15643,basement,noun,,,B2,a room or set of rooms that is below ground level in a building,The kitchen department is in the basement.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 's', 'b', 'e', 't', 't']"
15644,onion,noun,,,A2,a round vegetable with layers that has a strong taste and smel,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 'e', 'e', 't']"
15645,sandwich,noun,,,A1,"two slices of bread with meat, cheese, etc between them",a cheese/tuna sandwich,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 't', 't', 'w', 'e', 's']"
15646,lawsuit,noun,,,C1,a legal complaint against someone that does not usually involve the police,The tenants have filed a lawsuit against their landlord.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['l', 'e', 's', 'u', 't']"
15647,alto,noun,,,,a woman or boy with a low singing voic,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 't', 'e']"
15648,informative,adjective,,,,containing a lot of useful facts,a very informative lecture,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 'f', 'e', 'r', 'b', 'e', 't', 'e', 'f']"
15649,cheque,noun,,,A2,a piece of paper printed by a bank that you use to pay for things,a cheque for £1500,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'i', 'k']"
15650,hierarchy,noun,,,C1,a system or organization in which people or things are arranged according to their importanc,a hierarchical structure ,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'r', 'e', 'r', 'k', 'i']"
15651,influence,verb,,,B2,"to affect or change how someone or something develops, behaves, or thinks",Many factors influence a film's success.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['e', 't', 'f', 'l', 'u', 'e', 't', 's']"
15655,italics,noun,,,,a style of writing or printing in which the letters slope to the righ,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 'e', 'l', 'e', 'k', 's']"
15657,merry,adjective,,,,showing enjoyment and happiness,a merry laugh,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'r', 'i']"
15658,scuba diving,noun,,,,a sport in which you swim under water using special equipment for breathin,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'k', 'u', 'b', 'e', 't', 'e', 'f', 'e', 'k']"
15659,gore,noun,,,,"blood, usually from a violent injur",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 'r']"
15660,dash,verb,,,B2,to go somewhere quickly,She dashed downstairs when she heard the phone.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['t', 'e', 's']"
15661,Mauritius,noun,,,,a country consisting of a group of islands east of Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'r', 'e', 't', 'i', 'e', 's']"
15663,cage,noun,,,B1,a container made of wire or metal bars used for keeping birds or animals in,a bird cage,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 's']"
15664,checklist,noun,,,,"a list of things that you should think about, or that you must d",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 'k', 'l', 'e', 's', 't']"
15666,courage,noun,,,B2,the ability to deal with dangerous or difficult situations without being frightened,The soldiers fought with great courage.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'r', 'e', 's']"
15667,Cape Verde,noun,,,,a country consisting of a group of islands to the west of Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 'b', 'f', 'r', 't', 'i']"
15669,extraction,noun,,,,"the act of taking something out, especially using forc",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'k', 's', 't', 'r', 'e', 'k', 's', 'e', 't']"
15673,ping,verb,,,,"to make a short, high noise like a bell",They could hear the microwave pinging in the kitchen.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['b', 'e', 'k']"
15675,dried,,,,,past of dr,,X,,,"['t', 'r', 'e', 't']"
15676,entertaining,adjective,,,B2,interesting and helping someone to have an enjoyable time,an entertaining and informative book,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 't', 'r', 't', 'e', 't', 'e', 'k']"
15677,prerequisite,noun,,,,something that is necessary in order for something else to happen or exist,Trust is a prerequisite for any sort of relationship.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'r', 'i', 'r', 'e', 'k', 'w', 'e', 's', 'e', 't']"
15678,frontier,noun,,,,a line or border between two countrie,the frontiers of science and technology,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'r', 'e', 't', 't', 'e', 'r']"
15680,refugee,noun,,,B2,"someone who has been forced to leave their country, especially because of a war",a refugee camp,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'e', 'f', 'e', 'u', 's', 'i']"
15682,hypothesis,noun,,,B2,a suggested explanation for something that has not yet been proved to be tru,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'b', 'e', 'th', 'e', 's', 'e', 's']"
15684,flux,noun,,,,continuous change,The housing market is still in a state of flux.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'l', 'e', 'k', 's']"
15685,São Tomé and Príncipe,noun,,,,a country consisting of a group of islands to the west of Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 't', 'e', 'b', 'e', 't', 't', 'b', 'r', 'i', 't', 's', 'i', 'b', 'i']"
15687,regress,verb,,,,"to go back to an earlier, less advanced stat",,VERB,1.0,"['PRON', 'VERB', 'ADV']","['r', 'i', 'k', 'r', 'e', 's']"
15688,doctrine,noun,,,C1,a belief or set of beliefs taught by a religious or political group,Christian doctrine,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 'k', 't', 'r', 'e', 't']"
15689,scenic,adjective,,,,"having views of the attractive, natural things in the countryside",a scenic route ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['s', 'i', 't', 'e', 'k']"
15690,trainer,noun,PERSON,UK (US sneaker),B1,someone who trains people,a fitness trainer,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'r', 'e', 't', 'r']"
15691,intersection,noun,,,,the place where two roads meet or cross each othe,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 't', 'r', 's', 'e', 'k', 's', 'e', 't']"
15694,Oman,noun,,,,"a country in the Middle East (= the area where Africa, Asia, and Europe meet",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'b', 'e', 't']"
15695,celeb,noun,,,,a celebrity (= famous person,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 'l', 'e', 'b']"
15696,Azerbaijan,noun,,,,a country in Asi,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 's', 'r', 'b', 'e', 's', 'e', 't']"
15697,lighter,noun,,,B1,a small object that produces a flame and is used to make cigarettes start burnin,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['l', 'e', 't', 'r']"
15698,rage,noun,,,B2,strong anger that you cannot control,a jealous rage,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'e', 's']"
15699,uh,exclamation,,,,something that you say when you are thinking what to say next,"It's not too far - it's about, uh, five miles from here.",INTJ,0.0,"['INTJ', 'DET', 'NOUN']",['e']
15700,grand prix,noun,,,,one of a series of important international races for very fast cars,the Italian Grand Prix,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'r', 'e', 't', 't', 'b', 'r', 'i']"
15701,astrology,noun,,,,the study of the positions and movements of stars and planets to say how they might influence people's live,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 's', 't', 'r', 'e', 'l', 'e', 's', 'i']"
15703,tactic,noun,,,C1,a way of doing something that you plan in order to achieve what you want,These bomb attacks represent a change of tactics by the terrorists.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 'k', 't', 'e', 'k']"
15706,supplementary,adjective,,,,added to something,supplementary materials ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['s', 'e', 'b', 'l', 'e', 'b', 'e', 't', 't', 'r', 'i']"
15709,pillow,noun,,,A2,a soft object that you rest your head on in be,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'l', 'e']"
15711,spread,verb,TIME,[ T ] (also spread out),B2,to arrange something so that it covers a large area,He spread the cards out on the table.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['s', 'b', 'r', 'e', 't']"
15714,final,noun,,,B1,the last part of a competition to decide which person or team will be the winner,the European Cup Final,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['f', 'e', 't', 'e', 'l']"
15715,Paraguay,noun,,,,a country in South Americ,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'r', 'e', 'k', 'w', 'e']"
15716,steal,verb,,,A2,"to secretly take something that does not belong to you, without intending to return it",Burglars broke into the house and stole a computer.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['s', 't', 'i', 'l']"
15717,parcel,noun,,,B1,something that is covered in paper so that it can be sent by pos,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'r', 's', 'e', 'l']"
15718,fifteen,,,,A1,the number 1,,X,,,"['f', 'e', 'f', 't', 'i', 't']"
15719,widespread,adjective,,,B2,"affecting or including a lot of places, people, etc",a widespread problem ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['w', 'e', 't', 's', 'b', 'r', 'e', 't']"
15720,incidence,noun,,,C1,"how often something happens, especially something bad",There's a high incidence of crime in the area.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 's', 'e', 't', 'e', 't', 's']"
15723,boutique,noun,,,,a small shop that sells fashionable clothe,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'u', 't', 'i', 'k']"
15724,acrylic,noun,,,,a type of cloth or plastic produced by chemical processe,acrylic paints,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'k', 'r', 'e', 'l', 'e', 'k']"
15728,toddler,noun,,,,a child who has just learned to wal,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'e', 't', 'l', 'r']"
15731,alike,adjective,,,B1,similar,The children look so alike.,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 'e', 'k']"
15732,homeless,adjective,,,B2,without a place to live,"10,000 people were made homeless by the floods.",ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'b', 'l', 'e', 's']"
15733,horrible,adjective,,,A2,very unpleasant or bad,What's that horrible smell?,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'r', 'e', 'b', 'e', 'l']"
15734,hungry,adjective,,,A1,wanting or needing food,I'm hungry. What's for supper?,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'k', 'k', 'r', 'i']"
15736,acne,noun,,,,a skin problem that young people often have that causes spots on the fac,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'k', 't', 'i']"
15740,Malawi,noun,,,,a country in Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'l', 'e', 'w', 'i']"
15741,halo,noun,,,,a gold circle of light that is shown around the head of a holy person in a paintin,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'l', 'e']"
15744,lesser,adjective,,,C1,"not as large, important, or of such good quality","The price increase was due to labour shortages and, to a lesser extent, the recent earthquake.",ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['l', 'e', 's', 'r']"
15745,publicity,noun,,,B2,"advertising or information about someone or something in the newspaper, on television, etc",a publicity campaign,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'b', 'l', 'e', 's', 'e', 't', 'i']"
15746,ant,noun,,,B1,"a small, black or red insect that lives in groups on the groun",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 't', 't']"
15747,gay,noun,,,,"someone who is homosexual, especially a man",equal rights for gays and lesbians,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e']"
15748,pressing,adjective,,,,A pressing problem or situation needs to be dealt with immediately,a pressing need for housing,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['b', 'r', 'e', 's', 'e', 'k']"
15749,gasoline,noun,,,,another word for gas (= a liquid fuel used in cars,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 's', 'e', 'l', 'i', 't']"
15750,apt,adjective,,,,suitable for a particular situation,an apt description ,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['e', 'b', 't']"
15752,dealt,,,,,past of dea,,X,,,"['t', 'e', 'l', 't']"
15754,catalyst,noun,,,,someone or something that causes change,Recent riots and suicides have acted as a catalyst for change in the prison system.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 't', 'e', 'l', 'e', 's', 't']"
15756,VCR,noun,,,,abbreviation for video cassette recorder: a machine that you use for recording television programmes and playing videos (= recorded films or programmes,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'r', 'k']"
15759,prepaid,adjective,,,,"If something is prepaid, you pay for it before a particular time",Susan just got prepaid tickets for the show next weekend.,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['b', 'r', 'i', 'b', 'e', 't']"
15762,wrist,noun,,,B2,the part of your body between your hand and your ar,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['r', 'e', 's', 't']"
15765,heath,noun,,,,an open area of land covered with wild plants and rough gras,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'i', 'th']"
15766,ballot,noun,,,C1,a secret written vote,to hold a ballot ,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['b', 'e', 'l', 'e', 't']"
15771,weighted,adjective,,,,to give one group an advantage or disadvantage over other people,The system is weighted in favour of families with young children.,ADJ,1.0,"['DET', 'ADJ', 'NOUN']","['w', 'e', 't', 'e', 't']"
15772,Angola,noun,,,,a country in Afric,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'k', 'k', 'e', 'l', 'e']"
15778,helmet,noun,,,B2,a hard hat that protects your head,a cycling helmet,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'l', 'b', 'e', 't']"
15781,elephant,noun,,,A2,"a very large, grey animal with big ears and a very long nos",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'l', 'e', 'f', 'e', 't', 't']"
15782,Yemen,noun,,,,"a country in the Middle East (= the area where Africa, Asia, and Europe meet",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['e', 'e', 'b', 'e', 't']"
15783,encounter,verb,EXPERIENCE,literary ,B2,to experience something unpleasant,We encountered quite a few problems at the beginning.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['e', 't', 'k', 'e', 't', 't', 'r']"
15789,creature,noun,,,B1,anything that lives but is not a plant,Dolphins are intelligent creatures.,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'r', 'i', 's', 'r']"
15790,coating,noun,,,,a thin layer that covers the surface of something,a protective/non-stick coating,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['k', 'e', 't', 'e', 'k']"
15791,comment,verb,,,B2,to make a comment,My mum always comments on what I'm wearing.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['k', 'e', 'b', 'e', 't', 't']"
15792,wallet,noun,,,A2,"a small, flat container for paper money and credit cards (= plastic cards used for paying with), usually used by a ma",,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['w', 'e', 'l', 'e', 't']"
15794,accomplish,verb,,,B2,to succeed in doing something good,I feel as if I've accomplished nothing all day.,VERB,1.0,"['PRON', 'VERB', 'ADV']","['e', 'k', 'e', 'b', 'b', 'l', 'e', 's']"
15795,drainage,noun,,,,the system of water or waste liquids flowing away from somewhere into the ground or down pipe,,NOUN,2.0,"['DET', 'ADJ', 'NOUN']","['t', 'r', 'e', 't', 'e', 's']"
